human_ensembl,species,species_gene_id,source
ENSG00000138756;ENSG00000138756,Arabidopsis thaliana,AT5G55560,orthodb
ENSG00000077463,Arabidopsis thaliana,AT5G55760,orthodb
ENSG00000100908.14;ENSG00000285377,Arabidopsis thaliana,AT5G55940,orthodb
ENSG00000014919,Arabidopsis thaliana,AT5G56090,orthodb
ENSG00000168090,Arabidopsis thaliana,AT5G56280,orthodb
ENSG00000151475,Arabidopsis thaliana,AT5G56450,orthodb
ENSG00000137513,Arabidopsis thaliana,AT5G56680,orthodb
ENSG00000128708,Arabidopsis thaliana,AT5G56740,orthodb
ENSG00000187109,Arabidopsis thaliana,AT5G56950,orthodb
ENSG00000124767,Arabidopsis thaliana,AT5G57040,orthodb
ENSG00000175782,Arabidopsis thaliana,AT5G57100,orthodb
ENSG00000166197,Arabidopsis thaliana,AT5G57120,orthodb
ENSG00000174405,Arabidopsis thaliana,AT5G57160,orthodb
ENSG00000110871,Arabidopsis thaliana,AT5G57300,orthodb
ENSG00000124380,Arabidopsis thaliana,AT5G57370,orthodb
ENSG00000117155,Arabidopsis thaliana,AT5G57410,orthodb
ENSG00000135002,Arabidopsis thaliana,AT5G57440,orthodb
ENSG00000126215,Arabidopsis thaliana,AT5G57450,orthodb
ENSG00000074582,Arabidopsis thaliana,AT5G57480,orthodb
ENSG00000126267,Arabidopsis thaliana,AT5G57815,orthodb
ENSG00000162384,Arabidopsis thaliana,AT5G57960,orthodb
ENSG00000099817,Arabidopsis thaliana,AT5G57980,orthodb
ENSG00000170185,Arabidopsis thaliana,AT5G57990,orthodb
ENSG00000022277,Arabidopsis thaliana,AT5G58020,orthodb
ENSG00000181029,Arabidopsis thaliana,AT5G58030,orthodb
ENSG00000106636,Arabidopsis thaliana,AT5G58060,orthodb
ENSG00000049167;ENSG00000049167,Arabidopsis thaliana,AT5G58230,orthodb
ENSG00000189283,Arabidopsis thaliana,AT5G58240,orthodb
ENSG00000115657,Arabidopsis thaliana,AT5G58270,orthodb
ENSG00000100764,Arabidopsis thaliana,AT5G58290,orthodb
ENSG00000163607,Arabidopsis thaliana,AT5G58370,orthodb
ENSG00000115839,Arabidopsis thaliana,AT5G58510,orthodb
ENSG00000090273,Arabidopsis thaliana,AT5G58740,orthodb
ENSG00000092470,Arabidopsis thaliana,AT5G58760,orthodb
ENSG00000117682,Arabidopsis thaliana,AT5G58770,orthodb
ENSG00000117682,Arabidopsis thaliana,AT5G58784,orthodb
ENSG00000139625,Arabidopsis thaliana,AT5G58950,orthodb
ENSG00000109424,Arabidopsis thaliana,AT5G58970,orthodb
ENSG00000154582,Arabidopsis thaliana,AT5G59140,orthodb
ENSG00000168002,Arabidopsis thaliana,AT5G59180,orthodb
ENSG00000142937,Arabidopsis thaliana,AT5G59240,orthodb
ENSG00000115652,Arabidopsis thaliana,AT5G59290,orthodb
ENSG00000129255,Arabidopsis thaliana,AT5G59470,orthodb
ENSG00000143570,Arabidopsis thaliana,AT5G59520,orthodb
ENSG00000111596,Arabidopsis thaliana,AT5G59710,orthodb
ENSG00000166478,Arabidopsis thaliana,AT5G59820,orthodb
ENSG00000148606,Arabidopsis thaliana,AT5G60040,orthodb
ENSG00000123992,Arabidopsis thaliana,AT5G60160,orthodb
ENSG00000080802,Arabidopsis thaliana,AT5G60170,orthodb
ENSG00000166192,Arabidopsis thaliana,AT5G60190,orthodb
ENSG00000085231.14;ENSG00000279247,Arabidopsis thaliana,AT5G60340,orthodb
ENSG00000103811,Arabidopsis thaliana,AT5G60360,orthodb
ENSG00000106803,Arabidopsis thaliana,AT5G60460,orthodb
ENSG00000110931,Arabidopsis thaliana,AT5G60550,orthodb
ENSG00000172954,Arabidopsis thaliana,AT5G60620,orthodb
ENSG00000180198,Arabidopsis thaliana,AT5G60870,orthodb
ENSG00000101138,Arabidopsis thaliana,AT5G60940,orthodb
ENSG00000063046,Arabidopsis thaliana,AT5G60980,orthodb
ENSG00000132383,Arabidopsis thaliana,AT5G61000,orthodb
ENSG00000105372,Arabidopsis thaliana,AT5G61170,orthodb
ENSG00000197713,Arabidopsis thaliana,AT5G61410,orthodb
ENSG00000171724,Arabidopsis thaliana,AT5G61510,orthodb
ENSG00000175220,Arabidopsis thaliana,AT5G61530,orthodb
ENSG00000038002,Arabidopsis thaliana,AT5G61540,orthodb
ENSG00000153132,Arabidopsis thaliana,AT5G61790,orthodb
ENSG00000108963,Arabidopsis thaliana,AT5G62030,orthodb
ENSG00000107625,Arabidopsis thaliana,AT5G62190,orthodb
ENSG00000074201,Arabidopsis thaliana,AT5G62290,orthodb
ENSG00000168476,Arabidopsis thaliana,AT5G62490,orthodb
ENSG00000059378,Arabidopsis thaliana,AT5G62520,orthodb
ENSG00000119048,Arabidopsis thaliana,AT5G62540,orthodb
ENSG00000110446,Arabidopsis thaliana,AT5G62680,orthodb
ENSG00000119596,Arabidopsis thaliana,AT5G62760,orthodb
ENSG00000148399,Arabidopsis thaliana,AT5G63010,orthodb
ENSG00000080007,Arabidopsis thaliana,AT5G63120,orthodb
ENSG00000160201,Arabidopsis thaliana,AT5G63260,orthodb
ENSG00000136444,Arabidopsis thaliana,AT5G63290,orthodb
ENSG00000004455,Arabidopsis thaliana,AT5G63400,orthodb
ENSG00000066136,Arabidopsis thaliana,AT5G63470,orthodb
ENSG00000155111,Arabidopsis thaliana,AT5G63610,orthodb
ENSG00000213246,Arabidopsis thaliana,AT5G63670,orthodb
ENSG00000174276,Arabidopsis thaliana,AT5G63830,orthodb
ENSG00000214013,Arabidopsis thaliana,AT5G63840,orthodb
ENSG00000148634,Arabidopsis thaliana,AT5G63860,orthodb
ENSG00000164695,Arabidopsis thaliana,AT5G63880,orthodb
ENSG00000103356,Arabidopsis thaliana,AT5G64050,orthodb
ENSG00000233927,Arabidopsis thaliana,AT5G64140,orthodb
ENSG00000155438,Arabidopsis thaliana,AT5G64200,orthodb
ENSG00000198225,Arabidopsis thaliana,AT5G64350,orthodb
ENSG00000169682,Arabidopsis thaliana,AT5G64500,orthodb
ENSG00000103510,Arabidopsis thaliana,AT5G64610,orthodb
ENSG00000144840,Arabidopsis thaliana,AT5G64813,orthodb
ENSG00000168306,Arabidopsis thaliana,AT5G65110,orthodb
ENSG00000100836,Arabidopsis thaliana,AT5G65260,orthodb
ENSG00000175793,Arabidopsis thaliana,AT5G65430,orthodb
ENSG00000115392,Arabidopsis thaliana,AT5G65740,orthodb
ENSG00000204197.9;ENSG00000233450.7;ENSG00000237649,Arabidopsis thaliana,AT5G65930,orthodb
ENSG00000135778,Arabidopsis thaliana,AT5G66005,orthodb
ENSG00000104413,Arabidopsis thaliana,AT5G66010,orthodb
ENSG00000148677,Arabidopsis thaliana,AT5G66055,orthodb
ENSG00000111641,Arabidopsis thaliana,AT5G66180,orthodb
ENSG00000086189,Arabidopsis thaliana,AT5G66360,orthodb
ENSG00000115514,Arabidopsis thaliana,AT5G66410,orthodb
ENSG00000169914,Arabidopsis thaliana,AT5G67170,orthodb
ENSG00000084764,Arabidopsis thaliana,AT5G67270,orthodb
ENSG00000177565,Arabidopsis thaliana,AT5G67320,orthodb
ENSG00000154079,Arabidopsis thaliana,AT5G67490,orthodb
ENSG00000198682,Arabidopsis thaliana,AT5G67520,orthodb
ENSG00000143862,Arabidopsis thaliana,AT5G67560,orthodb
ENSG00000183207,Arabidopsis thaliana,AT5G67630,orthodb
ENSG00000137818,Arabidopsis thaliana,AT1G01100,orthodb
ENSG00000157353,Arabidopsis thaliana,AT1G01220,orthodb
ENSG00000123353,Arabidopsis thaliana,AT1G01230,orthodb
ENSG00000185294.7;ENSG00000277106.2;ENSG00000278194,Arabidopsis thaliana,AT1G01650,orthodb
ENSG00000198356,Arabidopsis thaliana,AT1G01910,orthodb
ENSG00000240344,Arabidopsis thaliana,AT1G01940,orthodb
ENSG00000169213,Arabidopsis thaliana,AT1G02130,orthodb
ENSG00000162385,Arabidopsis thaliana,AT1G02140,orthodb
ENSG00000125656,Arabidopsis thaliana,AT1G02560,orthodb
ENSG00000108298,Arabidopsis thaliana,AT1G02780,orthodb
ENSG00000160193,Arabidopsis thaliana,AT1G03110,orthodb
ENSG00000173418,Arabidopsis thaliana,AT1G03150,orthodb
ENSG00000104884,Arabidopsis thaliana,AT1G03190,orthodb
ENSG00000080819,Arabidopsis thaliana,AT1G03475,orthodb
ENSG00000157191,Arabidopsis thaliana,AT1G03900,orthodb
ENSG00000069431,Arabidopsis thaliana,AT1G04120,orthodb
ENSG00000115268,Arabidopsis thaliana,AT1G04270,orthodb
ENSG00000110107,Arabidopsis thaliana,AT1G04510,orthodb
ENSG00000160201,Arabidopsis thaliana,AT1G04990,orthodb
ENSG00000145736.15;ENSG00000183474.16;ENSG00000274675.4;ENSG00000275045.4;ENSG00000276910,Arabidopsis thaliana,AT1G05055,orthodb
ENSG00000065057,Arabidopsis thaliana,AT1G05900,orthodb
ENSG00000063854,Arabidopsis thaliana,AT1G06130,orthodb
ENSG00000108883,Arabidopsis thaliana,AT1G06220,orthodb
ENSG00000186603,Arabidopsis thaliana,AT1G06570,orthodb
ENSG00000115289,Arabidopsis thaliana,AT1G06770,orthodb
ENSG00000147454,Arabidopsis thaliana,AT1G07030,orthodb
ENSG00000182899,Arabidopsis thaliana,AT1G07070,orthodb
ENSG00000114268,Arabidopsis thaliana,AT1G07110,orthodb
ENSG00000132646,Arabidopsis thaliana,AT1G07370,orthodb
ENSG00000052802,Arabidopsis thaliana,AT1G07420,orthodb
ENSG00000185379,Arabidopsis thaliana,AT1G07745,orthodb
ENSG00000136522,Arabidopsis thaliana,AT1G07830,orthodb
ENSG00000041802,Arabidopsis thaliana,AT1G08410,orthodb
ENSG00000142168,Arabidopsis thaliana,AT1G08830,orthodb
ENSG00000138346,Arabidopsis thaliana,AT1G08840,orthodb
ENSG00000117394,Arabidopsis thaliana,AT1G08890,orthodb
ENSG00000117480,Arabidopsis thaliana,AT1G08980,orthodb
ENSG00000181929,Arabidopsis thaliana,AT1G09020,orthodb
ENSG00000177602,Arabidopsis thaliana,AT1G09450,orthodb
ENSG00000070501,Arabidopsis thaliana,AT1G10520,orthodb
ENSG00000107242,Arabidopsis thaliana,AT1G10900,orthodb
ENSG00000133597,Arabidopsis thaliana,AT1G11390,orthodb
ENSG00000180098,Arabidopsis thaliana,AT1G11650,orthodb
ENSG00000001630,Arabidopsis thaliana,AT1G11680,orthodb
ENSG00000145020,Arabidopsis thaliana,AT1G11860,orthodb
ENSG00000110446,Arabidopsis thaliana,AT1G12110,orthodb
ENSG00000177156,Arabidopsis thaliana,AT1G12230,orthodb
ENSG00000127125,Arabidopsis thaliana,AT1G12350,orthodb
ENSG00000117308,Arabidopsis thaliana,AT1G12780,orthodb
ENSG00000155097,Arabidopsis thaliana,AT1G12840,orthodb
ENSG00000164091,Arabidopsis thaliana,AT1G12910,orthodb
ENSG00000121058,Arabidopsis thaliana,AT1G13030,orthodb
ENSG00000115091,Arabidopsis thaliana,AT1G13180,orthodb
ENSG00000063046,Arabidopsis thaliana,AT1G13730,orthodb
ENSG00000163577,Arabidopsis thaliana,AT1G13950,orthodb
ENSG00000147403,Arabidopsis thaliana,AT1G14320,orthodb
ENSG00000119048,Arabidopsis thaliana,AT1G14400,orthodb
ENSG00000162753,Arabidopsis thaliana,AT1G14660,orthodb
ENSG00000100883,Arabidopsis thaliana,AT1G15310,orthodb
ENSG00000023734,Arabidopsis thaliana,AT1G15470,orthodb
ENSG00000112306,Arabidopsis thaliana,AT1G15930,orthodb
ENSG00000170310,Arabidopsis thaliana,AT1G16240,orthodb
ENSG00000242485,Arabidopsis thaliana,AT1G16740,orthodb
ENSG00000078967,Arabidopsis thaliana,AT1G16890,orthodb
ENSG00000196419,Arabidopsis thaliana,AT1G16970,orthodb
ENSG00000051620,Arabidopsis thaliana,AT1G17100,orthodb
ENSG00000179593,Arabidopsis thaliana,AT1G17420,orthodb
ENSG00000140632,Arabidopsis thaliana,AT1G17650,orthodb
ENSG00000131165,Arabidopsis thaliana,AT1G17730,orthodb
ENSG00000092621,Arabidopsis thaliana,AT1G17745,orthodb
ENSG00000176102,Arabidopsis thaliana,AT1G17760,orthodb
ENSG00000134058.12;ENSG00000277273,Arabidopsis thaliana,AT1G18040,orthodb
ENSG00000204628,Arabidopsis thaliana,AT1G18080,orthodb
ENSG00000110446,Arabidopsis thaliana,AT1G18880,orthodb
ENSG00000159256,Arabidopsis thaliana,AT1G19100,orthodb
ENSG00000016864,Arabidopsis thaliana,AT1G19300,orthodb
ENSG00000148834,Arabidopsis thaliana,AT1G19570,orthodb
ENSG00000179051.14;ENSG00000281540,Arabidopsis thaliana,AT1G19880,orthodb
ENSG00000108344,Arabidopsis thaliana,AT1G20200,orthodb
ENSG00000134375,Arabidopsis thaliana,AT1G20350,orthodb
ENSG00000162927,Arabidopsis thaliana,AT1G20410,orthodb
ENSG00000111445,Arabidopsis thaliana,AT1G21690,orthodb
ENSG00000173113,Arabidopsis thaliana,AT1G22270,orthodb
ENSG00000175793,Arabidopsis thaliana,AT1G22300,orthodb
ENSG00000112367,Arabidopsis thaliana,AT1G22620,orthodb
ENSG00000276600,Arabidopsis thaliana,AT1G22740,orthodb
ENSG00000172115,Arabidopsis thaliana,AT1G22840,orthodb
ENSG00000121022,Arabidopsis thaliana,AT1G22920,orthodb
ENSG00000169139,Arabidopsis thaliana,AT1G23260,orthodb
ENSG00000166441,Arabidopsis thaliana,AT1G23290,orthodb
ENSG00000112081,Arabidopsis thaliana,AT1G23860,orthodb
ENSG00000016864,Arabidopsis thaliana,AT1G24170,orthodb
ENSG00000163468,Arabidopsis thaliana,AT1G24510,orthodb
ENSG00000053372,Arabidopsis thaliana,AT1G25260,orthodb
ENSG00000078246,Arabidopsis thaliana,AT1G25280,orthodb
ENSG00000114120,Arabidopsis thaliana,AT1G25380,orthodb
ENSG00000137713,Arabidopsis thaliana,AT1G25490,orthodb
ENSG00000134851,Arabidopsis thaliana,AT1G25520,orthodb
ENSG00000149485,Arabidopsis thaliana,AT1G26340,orthodb
ENSG00000108406,Arabidopsis thaliana,AT1G26370,orthodb
ENSG00000109814,Arabidopsis thaliana,AT1G26570,orthodb
ENSG00000163577,Arabidopsis thaliana,AT1G26630,orthodb
ENSG00000109475,Arabidopsis thaliana,AT1G26880,orthodb
ENSG00000147403,Arabidopsis thaliana,AT1G26910,orthodb
ENSG00000151650,Arabidopsis thaliana,AT1G26960,orthodb
ENSG00000265681,Arabidopsis thaliana,AT1G27400,orthodb
ENSG00000198931,Arabidopsis thaliana,AT1G27450,orthodb
ENSG00000103066,Arabidopsis thaliana,AT1G27480,orthodb
ENSG00000112309,Arabidopsis thaliana,AT1G27600,orthodb
ENSG00000160201,Arabidopsis thaliana,AT1G27650,orthodb
ENSG00000214706,Arabidopsis thaliana,AT1G27760,orthodb
ENSG00000049167;ENSG00000049167,Arabidopsis thaliana,AT1G27840,orthodb
ENSG00000135823,Arabidopsis thaliana,AT1G28490,orthodb
ENSG00000112357,Arabidopsis thaliana,AT1G29260,orthodb
ENSG00000136240,Arabidopsis thaliana,AT1G29330,orthodb
ENSG00000105185,Arabidopsis thaliana,AT1G29850,orthodb
ENSG00000084774,Arabidopsis thaliana,AT1G29900,orthodb
ENSG00000165548,Arabidopsis thaliana,AT1G30360,orthodb
ENSG00000069431,Arabidopsis thaliana,AT1G30400,orthodb
ENSG00000146828,Arabidopsis thaliana,AT1G30450,orthodb
ENSG00000134453,Arabidopsis thaliana,AT1G30480,orthodb
ENSG00000160190,Arabidopsis thaliana,AT1G30560,orthodb
ENSG00000117308,Arabidopsis thaliana,AT1G30620,orthodb
ENSG00000105669,Arabidopsis thaliana,AT1G30630,orthodb
ENSG00000211455,Arabidopsis thaliana,AT1G30640,orthodb
ENSG00000117139,Arabidopsis thaliana,AT1G30810,orthodb
ENSG00000163466,Arabidopsis thaliana,AT1G30825,orthodb
ENSG00000080007,Arabidopsis thaliana,AT1G31970,orthodb
ENSG00000110446,Arabidopsis thaliana,AT1G32450,orthodb
ENSG00000175793,Arabidopsis thaliana,AT1G35160,orthodb
ENSG00000109519,Arabidopsis thaliana,AT1G36390,orthodb
ENSG00000100664,Arabidopsis thaliana,AT1G36730,orthodb
ENSG00000139531,Arabidopsis thaliana,AT1G37130,orthodb
ENSG00000182899,Arabidopsis thaliana,AT1G41880,orthodb
ENSG00000100348,Arabidopsis thaliana,AT1G43560,orthodb
ENSG00000139631,Arabidopsis thaliana,AT1G43710,orthodb
ENSG00000100519,Arabidopsis thaliana,AT1G45000,orthodb
ENSG00000100296,Arabidopsis thaliana,AT1G45233,orthodb
ENSG00000124570,Arabidopsis thaliana,AT1G47710,orthodb
ENSG00000138621,Arabidopsis thaliana,AT1G48605,orthodb
ENSG00000204628,Arabidopsis thaliana,AT1G48630,orthodb
ENSG00000171863,Arabidopsis thaliana,AT1G48830,orthodb
ENSG00000276600,Arabidopsis thaliana,AT1G49300,orthodb
ENSG00000109670,Arabidopsis thaliana,AT1G49450,orthodb
ENSG00000180098,Arabidopsis thaliana,AT1G49600,orthodb
ENSG00000090621,Arabidopsis thaliana,AT1G49760,orthodb
ENSG00000037757,Arabidopsis thaliana,AT1G49820,orthodb
ENSG00000100348,Arabidopsis thaliana,AT1G50320,orthodb
ENSG00000113575,Arabidopsis thaliana,AT1G50370,orthodb
ENSG00000172893;ENSG00000172893,Arabidopsis thaliana,AT1G50430,orthodb
ENSG00000141252.21;ENSG00000283883,Arabidopsis thaliana,AT1G50500,orthodb
ENSG00000088298,Arabidopsis thaliana,AT1G51590,orthodb
ENSG00000101557,Arabidopsis thaliana,AT1G51710,orthodb
ENSG00000110446,Arabidopsis thaliana,AT1G52190,orthodb
ENSG00000276600,Arabidopsis thaliana,AT1G52280,orthodb
ENSG00000105968,Arabidopsis thaliana,AT1G52740,orthodb
ENSG00000144827,Arabidopsis thaliana,AT1G52760,orthodb
ENSG00000078246,Arabidopsis thaliana,AT1G53320,orthodb
ENSG00000088451,Arabidopsis thaliana,AT1G53500,orthodb
ENSG00000198909,Arabidopsis thaliana,AT1G53570,orthodb
ENSG00000148834,Arabidopsis thaliana,AT1G53680,orthodb
ENSG00000106588.12;ENSG00000256646;ENSG00000256646,Arabidopsis thaliana,AT1G53850,orthodb
ENSG00000089060,Arabidopsis thaliana,AT1G54115,orthodb
ENSG00000163882,Arabidopsis thaliana,AT1G54250,orthodb
ENSG00000088930,Arabidopsis thaliana,AT1G54490,orthodb
ENSG00000206562,Arabidopsis thaliana,AT1G54650,orthodb
ENSG00000077147,Arabidopsis thaliana,AT1G55130,orthodb
ENSG00000080007,Arabidopsis thaliana,AT1G55150,orthodb
ENSG00000075651,Arabidopsis thaliana,AT1G55180,orthodb
ENSG00000092529,Arabidopsis thaliana,AT1G55350,orthodb
ENSG00000159753,Arabidopsis thaliana,AT1G55460,orthodb
ENSG00000144381;ENSG00000144381,Arabidopsis thaliana,AT1G55490,orthodb
ENSG00000112592,Arabidopsis thaliana,AT1G55520,orthodb
ENSG00000169627.9;ENSG00000261740,Arabidopsis thaliana,AT1G55805,orthodb
ENSG00000066136,Arabidopsis thaliana,AT1G56170,orthodb
ENSG00000170950,Arabidopsis thaliana,AT1G56190,orthodb
ENSG00000110446,Arabidopsis thaliana,AT1G59740,orthodb
ENSG00000181381,Arabidopsis thaliana,AT1G59760,orthodb
ENSG00000163114,Arabidopsis thaliana,AT1G59900,orthodb
ENSG00000171453,Arabidopsis thaliana,AT1G60620,orthodb
ENSG00000149485,Arabidopsis thaliana,AT1G60660,orthodb
ENSG00000221838,Arabidopsis thaliana,AT1G60780,orthodb
ENSG00000171453,Arabidopsis thaliana,AT1G60850,orthodb
ENSG00000107242,Arabidopsis thaliana,AT1G60890,orthodb
ENSG00000163624,Arabidopsis thaliana,AT1G62430,orthodb
ENSG00000168827,Arabidopsis thaliana,AT1G62750,orthodb
ENSG00000111445,Arabidopsis thaliana,AT1G63160,orthodb
ENSG00000116157,Arabidopsis thaliana,AT1G63460,orthodb
ENSG00000117308,Arabidopsis thaliana,AT1G64440,orthodb
ENSG00000182544,Arabidopsis thaliana,AT1G64650,orthodb
ENSG00000132275,Arabidopsis thaliana,AT1G64970,orthodb
ENSG00000128534,Arabidopsis thaliana,AT1G65700,orthodb
ENSG00000063761,Arabidopsis thaliana,AT1G65950,orthodb
ENSG00000135821,Arabidopsis thaliana,AT1G66200,orthodb
ENSG00000177556,Arabidopsis thaliana,AT1G66240,orthodb
ENSG00000147403,Arabidopsis thaliana,AT1G66580,orthodb
ENSG00000111875,Arabidopsis thaliana,AT1G66740,orthodb
ENSG00000265681,Arabidopsis thaliana,AT1G67430,orthodb
ENSG00000165644,Arabidopsis thaliana,AT1G67990,orthodb
ENSG00000110446,Arabidopsis thaliana,AT1G68570,orthodb
ENSG00000134851,Arabidopsis thaliana,AT1G68650,orthodb
ENSG00000099821,Arabidopsis thaliana,AT1G68990,orthodb
ENSG00000163577,Arabidopsis thaliana,AT1G69410,orthodb
ENSG00000109475,Arabidopsis thaliana,AT1G69620,orthodb
ENSG00000148218,Arabidopsis thaliana,AT1G69740,orthodb
ENSG00000110446,Arabidopsis thaliana,AT1G69850,orthodb
ENSG00000166441,Arabidopsis thaliana,AT1G70600,orthodb
ENSG00000163666,Arabidopsis thaliana,AT1G70920,orthodb
ENSG00000126698.11;ENSG00000285317,Arabidopsis thaliana,AT1G71000,orthodb
ENSG00000077549,Arabidopsis thaliana,AT1G71790,orthodb
ENSG00000197930,Arabidopsis thaliana,AT1G72280,orthodb
ENSG00000171724,Arabidopsis thaliana,AT1G72680,orthodb
ENSG00000131165,Arabidopsis thaliana,AT1G73030,orthodb
ENSG00000163393,Arabidopsis thaliana,AT1G73220,orthodb
ENSG00000204899,Arabidopsis thaliana,AT1G73790,orthodb
ENSG00000089009,Arabidopsis thaliana,AT1G74050,orthodb
ENSG00000182899,Arabidopsis thaliana,AT1G74270,orthodb
ENSG00000162129,Arabidopsis thaliana,AT1G74310,orthodb
ENSG00000151093,Arabidopsis thaliana,AT1G74960,orthodb
ENSG00000135972,Arabidopsis thaliana,AT1G74970,orthodb
ENSG00000088930,Arabidopsis thaliana,AT1G75660,orthodb
ENSG00000178718,Arabidopsis thaliana,AT1G76010,orthodb
ENSG00000100028.12;ENSG00000286070,Arabidopsis thaliana,AT1G76300,orthodb
ENSG00000113161,Arabidopsis thaliana,AT1G76490,orthodb
ENSG00000100348,Arabidopsis thaliana,AT1G76760,orthodb
ENSG00000136631,Arabidopsis thaliana,AT1G77140,orthodb
ENSG00000157456,Arabidopsis thaliana,AT1G77390,orthodb
ENSG00000111445,Arabidopsis thaliana,AT1G77470,orthodb
ENSG00000120686,Arabidopsis thaliana,AT1G77710,orthodb
ENSG00000156482,Arabidopsis thaliana,AT1G77940,orthodb
ENSG00000173113,Arabidopsis thaliana,AT1G78190,orthodb
ENSG00000175793,Arabidopsis thaliana,AT1G78300,orthodb
ENSG00000051620,Arabidopsis thaliana,AT1G78460,orthodb
ENSG00000088451,Arabidopsis thaliana,AT1G78570,orthodb
ENSG00000172172,Arabidopsis thaliana,AT1G78630,orthodb
ENSG00000078967,Arabidopsis thaliana,AT1G78870,orthodb
ENSG00000164751,Arabidopsis thaliana,AT1G79810,orthodb
ENSG00000126698.11;ENSG00000285317,Arabidopsis thaliana,AT1G79940,orthodb
ENSG00000196475,Arabidopsis thaliana,AT1G80460,orthodb
ENSG00000147604,Arabidopsis thaliana,AT2G01250,orthodb
ENSG00000110446,Arabidopsis thaliana,AT2G02040,orthodb
ENSG00000100577,Arabidopsis thaliana,AT2G02390,orthodb
ENSG00000119048,Arabidopsis thaliana,AT2G02760,orthodb
ENSG00000101294,Arabidopsis thaliana,AT2G03120,orthodb
ENSG00000109193,Arabidopsis thaliana,AT2G03760,orthodb
ENSG00000109193,Arabidopsis thaliana,AT2G03770,orthodb
ENSG00000130332,Arabidopsis thaliana,AT2G03870,orthodb
ENSG00000182774.13;ENSG00000278229,Arabidopsis thaliana,AT2G04390,orthodb
ENSG00000170917,Arabidopsis thaliana,AT2G04430,orthodb
ENSG00000100142,Arabidopsis thaliana,AT2G04630,orthodb
ENSG00000160695.16;ENSG00000280616,Arabidopsis thaliana,AT2G05170,orthodb
ENSG00000182774.13;ENSG00000278229,Arabidopsis thaliana,AT2G05220,orthodb
ENSG00000132383,Arabidopsis thaliana,AT2G06510,orthodb
ENSG00000181381,Arabidopsis thaliana,AT2G06990,orthodb
ENSG00000171453,Arabidopsis thaliana,AT2G15430,orthodb
ENSG00000101365,Arabidopsis thaliana,AT2G17130,orthodb
ENSG00000113161,Arabidopsis thaliana,AT2G17370,orthodb
ENSG00000096063,Arabidopsis thaliana,AT2G17530,orthodb
ENSG00000161016,Arabidopsis thaliana,AT2G18020,orthodb
ENSG00000188976,Arabidopsis thaliana,AT2G18220,orthodb
ENSG00000180817,Arabidopsis thaliana,AT2G18230,orthodb
ENSG00000197785,Arabidopsis thaliana,AT2G18330,orthodb
ENSG00000168374,Arabidopsis thaliana,AT2G18390,orthodb
ENSG00000143368,Arabidopsis thaliana,AT2G18510,orthodb
ENSG00000137959,Arabidopsis thaliana,AT2G18740,orthodb
ENSG00000131652,Arabidopsis thaliana,AT2G19430,orthodb
ENSG00000185000.12;ENSG00000285482,Arabidopsis thaliana,AT2G19450,orthodb
ENSG00000071082,Arabidopsis thaliana,AT2G19740,orthodb
ENSG00000070087,Arabidopsis thaliana,AT2G19760,orthodb
ENSG00000164695,Arabidopsis thaliana,AT2G19830,orthodb
ENSG00000004897,Arabidopsis thaliana,AT2G20000,orthodb
ENSG00000113595,Arabidopsis thaliana,AT2G20030,orthodb
ENSG00000082068,Arabidopsis thaliana,AT2G20330,orthodb
ENSG00000188846,Arabidopsis thaliana,AT2G20450,orthodb
ENSG00000182117,Arabidopsis thaliana,AT2G20490,orthodb
ENSG00000175166,Arabidopsis thaliana,AT2G20580,orthodb
