human_ensembl,Arabidopsis thaliana,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Saccharomyces cerevisiae,n_species
ENSG00000187556,,WBGene00003783,FBgn0002962,ENSMUSG00000056155,,3
ENSG00000187559,,,,ENSMUSG00000051490,,1
ENSG00000187566,,,,ENSMUSG00000044231,,1
ENSG00000187569,,,,ENSMUSG00000046323,,1
ENSG00000187581,,,,ENSMUSG00000043319,,1
ENSG00000187583,,,,ENSMUSG00000078485,,1
ENSG00000187595,,,FBgn0035134,ENSMUSG00000014198,,2
ENSG00000187601,,,FBgn0037481,ENSMUSG00000047238,,2
ENSG00000187605,,,,ENSMUSG00000034832,,1
ENSG00000187607,,,FBgn0038787,ENSMUSG00000047342,,2
ENSG00000187608,,,,ENSMUSG00000035692,,1
ENSG00000187609,,WBGene00003504,FBgn0032924,,,2
ENSG00000187616,,,,ENSMUSG00000009214,,1
ENSG00000187624,,,,ENSMUSG00000053783,,1
ENSG00000187626,,,,ENSMUSG00000054931,,1
ENSG00000187627,,WBGene00003795,FBgn0039302,ENSMUSG00000003226,,3
ENSG00000187630,,WBGene00010063,FBgn0035588,ENSMUSG00000022210,,3
ENSG00000187634,,,FBgn0032330,ENSMUSG00000096351,,2
ENSG00000187642,,,,ENSMUSG00000078486,,1
ENSG00000187650,,,,ENSMUSG00000054723,,1
ENSG00000187664,,,,ENSMUSG00000007594,,1
ENSG00000187672,,WBGene00018330,,ENSMUSG00000040640,,2
ENSG00000187676,,WBGene00022576,FBgn0031765,ENSMUSG00000051950,,3
ENSG00000187678,,,FBgn0014388,ENSMUSG00000024427,,2
ENSG00000187682,,WBGene00002335,FBgn0003205,ENSMUSG00000031160,,3
ENSG00000187688,,WBGene00003889,FBgn0086693,ENSMUSG00000018507,YOR087W,4
ENSG00000187690,,,,ENSMUSG00000073294,,1
ENSG00000187699,,,,ENSMUSG00000043629,,1
ENSG00000187713,,WBGene00020299,FBgn0066303,ENSMUSG00000078201,,3
ENSG00000187714,,WBGene00006756,FBgn0270928,ENSMUSG00000100241,,3
ENSG00000187715,,,,ENSMUSG00000033182,,1
ENSG00000187720,,WBGene00003242,FBgn0003137,ENSMUSG00000032289,,3
ENSG00000187726,,,FBgn0035273,ENSMUSG00000030708,,2
ENSG00000187730,,WBGene00001512,FBgn0010240,ENSMUSG00000029054,,3
ENSG00000187735,,WBGene00012000,FBgn0010422,ENSMUSG00000033813,YGL043W,4
ENSG00000187736,,,,ENSMUSG00000026162,,1
ENSG00000187741,,,,ENSMUSG00000032815,,1
ENSG00000187742,,,,ENSMUSG00000035139,,1
ENSG00000187753,,,,ENSMUSG00000049902,,1
ENSG00000187758,,WBGene00019240,FBgn0011768,ENSMUSG00000074207,YDL168W,4
ENSG00000187764,,WBGene00004889,FBgn0011260,ENSMUSG00000021451,,3
ENSG00000187772,,WBGene00003014,FBgn0035626,ENSMUSG00000063804,,3
ENSG00000187773,,WBGene00016902,FBgn0035179,ENSMUSG00000047992,,3
ENSG00000187775,,,FBgn0039510,ENSMUSG00000033987,,2
ENSG00000187778,,WBGene00010420,FBgn0263832,ENSMUSG00000037570,,3
ENSG00000187783,,,FBgn0036860,ENSMUSG00000048108,,2
ENSG00000187790,,,FBgn0038889,ENSMUSG00000055884,YIR002C,3
ENSG00000187792,,,FBgn0024975,,,1
ENSG00000187796,,,,ENSMUSG00000026928,,1
ENSG00000187800,,WBGene00000415,FBgn0027594,ENSMUSG00000028073,,3
ENSG00000187801,,,FBgn0024975,ENSMUSG00000064141,,2
ENSG00000187808,,,FBgn0036302,ENSMUSG00000044400,,2
ENSG00000187815,,,FBgn0024975,ENSMUSG00000064141,,2
ENSG00000187821,,,FBgn0259938,ENSMUSG00000047171,,2
ENSG00000187823,,,,ENSMUSG00000071679,,1
ENSG00000187824,,,,ENSMUSG00000050270,,1
ENSG00000187837,,WBGene00001854,,ENSMUSG00000036181,,2
ENSG00000187838,,WBGene00014200,FBgn0035390,ENSMUSG00000019461,YJR100C,4
ENSG00000187840,,,FBgn0261560,ENSMUSG00000031490,,2
ENSG00000187848,,,,ENSMUSG00000029503,,1
ENSG00000187855,,WBGene00001950,FBgn0000022,ENSMUSG00000085111,,3
ENSG00000187860,,,,ENSMUSG00000051427,,1
ENSG00000187862,,,,ENSMUSG00000051036,,1
ENSG00000187866,,WBGene00018518,FBgn0031895,ENSMUSG00000074922,,3
ENSG00000187867,,,,ENSMUSG00000047986,,1
ENSG00000187871,,WBGene00022100,FBgn0262869,ENSMUSG00000059383,,3
ENSG00000187889,,,,ENSMUSG00000078612,,1
ENSG00000187902,,,,ENSMUSG00000053550,,1
ENSG00000187905,,,,ENSMUSG00000022759,,1
ENSG00000187908,,,,ENSMUSG00000047517,,1
ENSG00000187922,,,,ENSMUSG00000047356,,1
ENSG00000187942,,,,ENSMUSG00000094035,,1
ENSG00000187944,,,,ENSMUSG00000109809,,1
ENSG00000187954,,,FBgn0266918,ENSMUSG00000053929,,2
ENSG00000187955,,,,ENSMUSG00000022371,,1
ENSG00000187957,,,FBgn0051665,ENSMUSG00000036766,,2
ENSG00000187961,,WBGene00002184,FBgn0034396,ENSMUSG00002076083,,3
ENSG00000187980,,WBGene00015406,,ENSMUSG00000028750,,2
ENSG00000187994,,WBGene00008183,FBgn0085443,ENSMUSG00000051735,,3
ENSG00000187997,,,,ENSMUSG00000025573,,1
ENSG00000188000,,,,ENSMUSG00000051952,,1
ENSG00000188001,,,,ENSMUSG00000048399,,1
ENSG00000188010,,,,ENSMUSG00000045257,,1
ENSG00000188013,,,FBgn0001235,,,1
ENSG00000188015,,,,ENSMUSG00000001021,,1
ENSG00000188021,,WBGene00008852,FBgn0031057,ENSMUSG00000050148,YMR276W,4
ENSG00000188026,,WBGene00007860,FBgn0024985,ENSMUSG00000029392,,3
ENSG00000188032,,,,ENSMUSG00000046408,,1
ENSG00000188033,,,FBgn0038787,ENSMUSG00000074472,,2
ENSG00000188037,,WBGene00000530,FBgn0051116,ENSMUSG00000029862,,3
ENSG00000188038,,,,ENSMUSG00000044287,,1
ENSG00000188039,,WBGene00004265,FBgn0038397,ENSMUSG00000048148,,3
ENSG00000188042,,,FBgn0039889,ENSMUSG00000049866,,2
ENSG00000188051,,,,ENSMUSG00000043664,,1
ENSG00000188060,,,,ENSMUSG00000089687,,1
ENSG00000188064,,WBGene00000857,FBgn0004360,ENSMUSG00000022382,,3
ENSG00000188070,,,,ENSMUSG00000053080,,1
ENSG00000188076,,,,ENSMUSG00000038801,,1
ENSG00000188089,,,,ENSMUSG00000050211,YMR008C,2
ENSG00000188092,,WBGene00013551,FBgn0033995,ENSMUSG00000028096,YHR078W,4
ENSG00000188095,,,FBgn0037672,ENSMUSG00000030543,,2
ENSG00000188100,,,,ENSMUSG00000043681,,1
ENSG00000188107,,,FBgn0031414,,,1
ENSG00000188112,,,,ENSMUSG00000034382,,1
ENSG00000188124,,,,ENSMUSG00000036744,,1
ENSG00000188130,,WBGene00004055,FBgn0015765,ENSMUSG00000022610,YLR113W,4
ENSG00000188133,,,,ENSMUSG00000046593,,1
ENSG00000188152,,,,ENSMUSG00000071909,,1
ENSG00000188153,,WBGene00001263,FBgn0000299,ENSMUSG00000031274,,3
ENSG00000188157,,WBGene00018304,FBgn0034070,ENSMUSG00000041936,,3
ENSG00000188158,,,,ENSMUSG00000059493,,1
ENSG00000188162,,,FBgn0029167,ENSMUSG00000009487,,2
ENSG00000188163,,,FBgn0033610,ENSMUSG00000026969,,2
ENSG00000188167,,WBGene00018226,,ENSMUSG00000079260,,2
ENSG00000188171,,,FBgn0028878,ENSMUSG00000055480,,2
ENSG00000188175,,,,ENSMUSG00000044156,,1
ENSG00000188176,,,,ENSMUSG00000045667,,1
ENSG00000188177,,WBGene00020827,FBgn0003575,ENSMUSG00000042851,,3
ENSG00000188186,,,FBgn0035469,ENSMUSG00000050552,,2
ENSG00000188191,,WBGene00002190,FBgn0259243,ENSMUSG00000025855,,3
ENSG00000188199,,,,ENSMUSG00000071909,,1
ENSG00000188215,,,FBgn0033784,ENSMUSG00000048787,YLR128W,3
ENSG00000188219,,WBGene00000063,FBgn0000047,ENSMUSG00000029580,YFL039C,4
ENSG00000188227,,,FBgn0038787,,,1
ENSG00000188229,,WBGene00006538,FBgn0284243,ENSMUSG00000036752,YFL037W,4
ENSG00000188234,,WBGene00000566,FBgn0028509,ENSMUSG00000055013,,3
ENSG00000188243,,,,ENSMUSG00000075486,,1
ENSG00000188257,,WBGene00015406,,ENSMUSG00000058908,,2
ENSG00000188266,,,FBgn0086909,ENSMUSG00000035878,,2
ENSG00000188269,,,,ENSMUSG00000048101,,1
ENSG00000188277,,,,ENSMUSG00000055926,,1
ENSG00000188282,,,,ENSMUSG00000061815,,1
ENSG00000188283,,,FBgn0037722,ENSMUSG00000099689,,2
ENSG00000188290,,WBGene00003008,FBgn0001168,,,2
ENSG00000188295,,,FBgn0024975,ENSMUSG00000052446,,2
ENSG00000188306,,,,ENSMUSG00000027703,,1
ENSG00000188312,,,,ENSMUSG00000021391,,1
ENSG00000188313,,WBGene00014200,FBgn0052056,ENSMUSG00000032369,YJR100C,4
ENSG00000188315,,,,ENSMUSG00000032611,,1
ENSG00000188316,,WBGene00011884,FBgn0000579,ENSMUSG00000048029,YGR254W,4
ENSG00000188321,,,FBgn0024975,,,1
ENSG00000188322,,WBGene00015293,FBgn0034137,ENSMUSG00000042978,,3
ENSG00000188338,,,,ENSMUSG00000010064,,1
ENSG00000188342,,WBGene00012694,FBgn0010421,ENSMUSG00000067995,YGR005C,4
ENSG00000188343,,,FBgn0032428,ENSMUSG00000028218,,2
ENSG00000188352,,,FBgn0034859,ENSMUSG00000038368,,2
ENSG00000188368,,,,ENSMUSG00000058741,,1
ENSG00000188372,,,,ENSMUSG00000004948,,1
ENSG00000188373,,,,ENSMUSG00000096001,,1
ENSG00000188375,,WBGene00001943,FBgn0004828,,,2
ENSG00000188385,,,,ENSMUSG00000056856,,1
ENSG00000188389,,,,ENSMUSG00000026285,,1
ENSG00000188393,,,,ENSMUSG00000030157,,1
ENSG00000188394,,,,ENSMUSG00000053164,,1
ENSG00000188396,,,,ENSMUSG00000047671,,1
ENSG00000188404,,,FBgn0030617,ENSMUSG00000026581,,2
ENSG00000188419,,WBGene00022051,FBgn0026378,ENSMUSG00000025531,YOR370C,4
ENSG00000188425,,WBGene00003783,FBgn0002962,ENSMUSG00000051965,,3
ENSG00000188428,,,FBgn0083967,ENSMUSG00000038982,,2
ENSG00000188452,,WBGene00020398,FBgn0037315,ENSMUSG00000075256,,3
ENSG00000188467,,,FBgn0037238,ENSMUSG00000035183,,2
ENSG00000188483,,,,ENSMUSG00000089762,,1
ENSG00000188486,,WBGene00001909,,ENSMUSG00000049932,YDR225W,3
ENSG00000188487,,WBGene00018392,FBgn0011674,ENSMUSG00000048782,,3
ENSG00000188488,,WBGene00005642,FBgn0031973,ENSMUSG00000041550,,3
ENSG00000188493,,WBGene00010610,FBgn0053108,ENSMUSG00000078786,,3
ENSG00000188501,AT3G06510,WBGene00017103,FBgn0036659,ENSMUSG00000032401,,4
ENSG00000188505,,WBGene00007574,,ENSMUSG00000047586,,2
ENSG00000188508,,,,ENSMUSG00000074199,,1
ENSG00000188517,,,,ENSMUSG00000058897,,1
ENSG00000188522,,,,ENSMUSG00000042377,,1
ENSG00000188523,,,,ENSMUSG00000079502,,1
ENSG00000188529,AT3G08000,,,ENSMUSG00000028676,,2
ENSG00000188536,,,,ENSMUSG00000069919,,1
ENSG00000188542,,,,ENSMUSG00000047067,,1
ENSG00000188549,,WBGene00015684,,ENSMUSG00000045838,,2
ENSG00000188554,,,,ENSMUSG00000017119,,1
ENSG00000188559,,WBGene00021209,FBgn0039466,ENSMUSG00000037110,,3
ENSG00000188566,,WBGene00001485,FBgn0035890,ENSMUSG00000006471,YPR048W,4
ENSG00000188573,,WBGene00001423,FBgn0003062,ENSMUSG00000051062,YDL014W,4
ENSG00000188580,,WBGene00011760,FBgn0085442,ENSMUSG00000069670,,3
ENSG00000188582,,,,ENSMUSG00000064225,,1
ENSG00000188596,,,,ENSMUSG00000020014,,1
ENSG00000188603,,WBGene00000540,FBgn0036756,ENSMUSG00000030720,YJL059W,4
ENSG00000188610,,,,ENSMUSG00000055184,,1
ENSG00000188611,AT2G38010,,FBgn0039774,ENSMUSG00000024887,,3
ENSG00000188612,,,FBgn0264922,ENSMUSG00000020738,YDR510W,3
ENSG00000188613,,WBGene00003783,FBgn0002962,ENSMUSG00000072437,,3
ENSG00000188620,,WBGene00003377,FBgn0264005,ENSMUSG00000040148,,3
ENSG00000188624,,,,ENSMUSG00000066756,,1
ENSG00000188626,,WBGene00018017,FBgn0034697,ENSMUSG00000002546,,3
ENSG00000188629,,,FBgn0024975,,,1
ENSG00000188636,,,,ENSMUSG00000055745,,1
ENSG00000188641,,WBGene00016103,FBgn0086450,ENSMUSG00000033308,,3
ENSG00000188643,,,,ENSMUSG00000074457,,1
ENSG00000188647,,,FBgn0027296,ENSMUSG00000074925,,2
ENSG00000188649,,WBGene00010642,FBgn0263113,ENSMUSG00000108929,,3
ENSG00000188659,,WBGene00011630,FBgn0038598,ENSMUSG00000038570,,3
ENSG00000188662,,,,ENSMUSG00000038994,,1
ENSG00000188672,,WBGene00004358,FBgn0028699,ENSMUSG00000028825,,3
ENSG00000188674,,,,ENSMUSG00000044816,,1
ENSG00000188676,,,,ENSMUSG00000031549,YJR078W,2
ENSG00000188677,,WBGene00003932,FBgn0052528,ENSMUSG00000022438,,3
ENSG00000188687,,WBGene00009920,FBgn0259111,ENSMUSG00000068323,,3
ENSG00000188690,,,FBgn0030066,ENSMUSG00000030979,YOR278W,3
ENSG00000188706,,WBGene00012948,FBgn0260941,ENSMUSG00000036985,YLR246W,4
ENSG00000188710,,,,ENSMUSG00000043102,,1
ENSG00000188716,,,FBgn0030976,ENSMUSG00000063821,,2
ENSG00000188725,,,,ENSMUSG00000071180,,1
ENSG00000188729,,,,ENSMUSG00000052276,,1
ENSG00000188730,,,,ENSMUSG00000050830,,1
ENSG00000188732,,,,ENSMUSG00000047115,,1
ENSG00000188735,,WBGene00019716,FBgn0040384,ENSMUSG00000054434,,3
ENSG00000188738,,,,ENSMUSG00000075249,,1
ENSG00000188739,,WBGene00008688,FBgn0032620,ENSMUSG00000033931,YOL041C,4
ENSG00000188747,,,,ENSMUSG00000036805,,1
ENSG00000188760,,,FBgn0031065,ENSMUSG00000051703,,2
ENSG00000188761,,,,ENSMUSG00000044165,,1
ENSG00000188763,,WBGene00000478,FBgn0027343,ENSMUSG00000049551,,3
ENSG00000188766,,,FBgn0020767,ENSMUSG00000037239,,2
ENSG00000188770,,,,ENSMUSG00000010311,,1
ENSG00000188771,,,,ENSMUSG00000032068,,1
ENSG00000188778,,WBGene00008890,,ENSMUSG00000031489,,2
ENSG00000188779,,,FBgn0039932,ENSMUSG00000022245,,2
ENSG00000188783,,,,ENSMUSG00000041577,,1
ENSG00000188785,,,FBgn0038787,,,1
ENSG00000188786,,,FBgn0040305,ENSMUSG00000028890,,2
ENSG00000188803,,,,ENSMUSG00000053930,,1
ENSG00000188807,,WBGene00011994,FBgn0034447,ENSMUSG00000044700,,3
ENSG00000188811,,,,ENSMUSG00000042997,,1
ENSG00000188816,,WBGene00003377,FBgn0264005,ENSMUSG00000050100,,3
ENSG00000188817,,,,ENSMUSG00000044772,,1
ENSG00000188818,,WBGene00020694,,ENSMUSG00000069189,,2
ENSG00000188820,,WBGene00016626,,ENSMUSG00000046031,,2
ENSG00000188822,,,,ENSMUSG00000062585,,1
ENSG00000188827,,,,ENSMUSG00000039738,,1
ENSG00000188828,,WBGene00001591,FBgn0024963,ENSMUSG00000018595,,3
ENSG00000188833,,,,ENSMUSG00000036813,YEL042W,2
ENSG00000188846,AT2G20450,WBGene00004426,FBgn0017579,ENSMUSG00000025794,YKL006W,5
ENSG00000188848,,,,ENSMUSG00000092060,,1
ENSG00000188859,,,,ENSMUSG00000060568,,1
ENSG00000188868,,,FBgn0033569,ENSMUSG00000066880,,2
ENSG00000188869,,WBGene00015177,FBgn0267796,ENSMUSG00000038540,,3
ENSG00000188878,,WBGene00012826,FBgn0036206,ENSMUSG00000020776,,3
ENSG00000188883,,,,ENSMUSG00000071537,,1
ENSG00000188886,,WBGene00003531,FBgn0037395,ENSMUSG00000050468,,3
ENSG00000188895,,,FBgn0005617,ENSMUSG00000052915,,2
ENSG00000188897,,,FBgn0032136,,,1
ENSG00000188906,,WBGene00003068,FBgn0038816,ENSMUSG00000036273,,3
ENSG00000188910,,,,ENSMUSG00000042367,,1
ENSG00000188916,,,,ENSMUSG00000073805,,1
ENSG00000188917,,WBGene00019241,FBgn0036838,ENSMUSG00000067369,YKR056W,4
ENSG00000188921,,WBGene00011205,FBgn0032524,ENSMUSG00000028497,YJL097W,4
ENSG00000188931,,,FBgn0025612,ENSMUSG00000026649,,2
ENSG00000188937,,,,ENSMUSG00000051228,,1
ENSG00000188958,,,,ENSMUSG00000056423,,1
ENSG00000188959,,,,ENSMUSG00000052117,,1
ENSG00000188976,AT2G18220,WBGene00007413,FBgn0032925,ENSMUSG00000095567,YOR206W,5
ENSG00000188981,,,FBgn0042111,ENSMUSG00000051246,,2
ENSG00000188986,,,FBgn0027553,ENSMUSG00000013465,,2
ENSG00000188993,,,,ENSMUSG00000067206,,1
ENSG00000188994,,,,ENSMUSG00000039967,,1
ENSG00000188996,,WBGene00002042,FBgn0026417,ENSMUSG00000076430,,3
ENSG00000188997,,,,ENSMUSG00000044952,,1
ENSG00000189001,,,,ENSMUSG00000046056,,1
ENSG00000189007,,WBGene00010436,FBgn0038491,ENSMUSG00000019808,YJL035C,4
ENSG00000189042,,WBGene00018740,FBgn0037584,,,2
ENSG00000189043,,,FBgn0052230,ENSMUSG00000029632,,2
ENSG00000189045,,,,ENSMUSG00000047117,,1
ENSG00000189046,,,,ENSMUSG00000044339,,1
ENSG00000189050,,WBGene00022502,FBgn0039150,ENSMUSG00000020521,,3
ENSG00000189051,,,,ENSMUSG00000046490,,1
ENSG00000189052,,WBGene00020722,FBgn0063368,ENSMUSG00000100916,,3
ENSG00000189056,,,,ENSMUSG00000042453,,1
ENSG00000189058,,,FBgn0053126,ENSMUSG00000022548,,2
ENSG00000189060,,WBGene00001898,,ENSMUSG00000096210,YPL127C,3
ENSG00000189067,,WBGene00017513,FBgn0030181,ENSMUSG00000022500,,3
ENSG00000189077,,WBGene00019716,FBgn0040384,ENSMUSG00000039886,,3
ENSG00000189079,,WBGene00007433,FBgn0042085,ENSMUSG00000033237,,3
ENSG00000189091,,WBGene00019323,FBgn0035162,ENSMUSG00000033732,YML049C,4
ENSG00000189108,,,,ENSMUSG00000059203,,1
ENSG00000189114,,,,ENSMUSG00000057667,,1
ENSG00000189120,,WBGene00012735,FBgn0000233,ENSMUSG00000038560,,3
ENSG00000189127,,,,ENSMUSG00000045034,,1
ENSG00000189129,,,,ENSMUSG00000095304,,1
ENSG00000189134,,WBGene00002696,FBgn0039488,ENSMUSG00000059395,,3
ENSG00000189143,,,,ENSMUSG00000047501,,1
ENSG00000189144,,,FBgn0038787,ENSMUSG00000060630,,2
ENSG00000189152,,WBGene00004774,FBgn0004638,ENSMUSG00000004837,,3
ENSG00000189157,,,,ENSMUSG00000057068,,1
ENSG00000189159,,,FBgn0051363,ENSMUSG00000020737,,2
ENSG00000189164,,,FBgn0038787,,,1
ENSG00000189167,,,,ENSMUSG00000056586,,1
ENSG00000189171,,,,ENSMUSG00000042312,,1
ENSG00000189180,,WBGene00021931,FBgn0020309,,,2
ENSG00000189182,,,,ENSMUSG00000067594,,1
ENSG00000189184,,,,ENSMUSG00000037892,,1
ENSG00000189186,,,FBgn0035268,ENSMUSG00000035395,,2
ENSG00000189190,,,,ENSMUSG00000079008,,1
ENSG00000189195,,,,ENSMUSG00000111375,,1
ENSG00000189221,,,,ENSMUSG00000025037,,1
ENSG00000189227,,,FBgn0083984,ENSMUSG00000032403,,2
ENSG00000189233,,,,ENSMUSG00000061356,,1
ENSG00000189241,,WBGene00005007,FBgn0014879,ENSMUSG00000047514,YNL246W,4
ENSG00000189266,,,FBgn0286516,ENSMUSG00000028675,,2
ENSG00000189280,,,,ENSMUSG00000042357,,1
ENSG00000189283,AT5G48545,,,ENSMUSG00000060579,YDR305C,3
ENSG00000189292,,,,ENSMUSG00000054204,,1
ENSG00000189298,,,,ENSMUSG00000021327,,1
ENSG00000189306,,WBGene00013892,FBgn0031764,ENSMUSG00000018040,YCL031C,4
ENSG00000189308,,WBGene00003037,FBgn0033846,ENSMUSG00000118665,,3
ENSG00000189319,,,,ENSMUSG00000030956,,1
ENSG00000189320,,,,ENSMUSG00000047420,,1
ENSG00000189325,,,,ENSMUSG00000048905,,1
ENSG00000189334,,,,ENSMUSG00000042306,,1
ENSG00000189337,,,FBgn0034720,ENSMUSG00000040606,,2
ENSG00000189339,,,,ENSMUSG00000042202,,1
ENSG00000189350,,WBGene00000491,,ENSMUSG00000045761,,2
ENSG00000189362,,WBGene00017328,FBgn0030768,ENSMUSG00000043015,,3
ENSG00000189367,,,,ENSMUSG00000004360,,1
ENSG00000189369,,WBGene00010405,FBgn0020443,ENSMUSG00000071723,YDR172W,4
ENSG00000189376,,,,ENSMUSG00000101892,,1
ENSG00000189377,,,,ENSMUSG00000060188,,1
ENSG00000189401,,WBGene00009007,FBgn0026738,ENSMUSG00000051582,YHL013C,4
ENSG00000189403,,WBGene00001972,FBgn0278608,ENSMUSG00000066551,,3
ENSG00000189409,,WBGene00194737,,ENSMUSG00000029061,,2
ENSG00000189410,,WBGene00020867,,ENSMUSG00000045349,,2
ENSG00000189420,,WBGene00011066,FBgn0033569,ENSMUSG00000031374,,3
ENSG00000189431,,,FBgn0035104,ENSMUSG00000098132,,2
ENSG00000189433,,,,ENSMUSG00000046623,,1
ENSG00000196071,,,,ENSMUSG00000056822,,1
ENSG00000196072,,WBGene00022251,FBgn0036118,ENSMUSG00000057506,,3
ENSG00000196074,,,,ENSMUSG00000060445,,1
ENSG00000196081,,,FBgn0028878,ENSMUSG00000055341,,2
ENSG00000196083,,,,ENSMUSG00000022514,,1
ENSG00000196090,,,,ENSMUSG00000053141,,1
ENSG00000196091,,,,ENSMUSG00000020061,,1
ENSG00000196092,,WBGene00001204,FBgn0005561,ENSMUSG00000014030,,3
ENSG00000196104,,WBGene00016918,FBgn0039054,ENSMUSG00000054162,,3
ENSG00000196109,,,,ENSMUSG00000055480,,1
ENSG00000196110,,,FBgn0038787,,,1
ENSG00000196116,,,FBgn0027529,ENSMUSG00000035517,,2
ENSG00000196118,,,,ENSMUSG00000057176,,1
ENSG00000196119,,,,ENSMUSG00000061165,,1
ENSG00000196123,,,,ENSMUSG00000014837,,1
ENSG00000196126,,,,ENSMUSG00000060586,,1
ENSG00000196132,,,,ENSMUSG00000010505,,1
ENSG00000196136,,,FBgn0031973,ENSMUSG00000066361,,2
ENSG00000196139,,WBGene00015307,FBgn0036183,ENSMUSG00000021214,YOR120W,4
ENSG00000196141,,WBGene00022114,,ENSMUSG00000038305,,2
ENSG00000196150,,,FBgn0038787,ENSMUSG00000054967,,2
ENSG00000196151,,,,ENSMUSG00000026988,,1
ENSG00000196152,,,FBgn0032979,,,1
ENSG00000196154,,,,ENSMUSG00000001020,,1
ENSG00000196155,,,FBgn0050456,ENSMUSG00000014782,,2
ENSG00000196159,,WBGene00019994,FBgn0001075,ENSMUSG00000046743,,3
ENSG00000196169,,WBGene00002224,FBgn0038205,ENSMUSG00000010021,,3
ENSG00000196172,,,FBgn0038787,ENSMUSG00000055341,,2
ENSG00000196177,,WBGene00016943,FBgn0036824,ENSMUSG00000030861,,3
ENSG00000196182,,,FBgn0028978,ENSMUSG00000042608,,2
ENSG00000196187,,,FBgn0033259,ENSMUSG00000026519,YLR241W,3
ENSG00000196188,,WBGene00000214,FBgn0033933,ENSMUSG00000004552,,3
ENSG00000196189,,WBGene00004889,FBgn0011260,ENSMUSG00000028064,,3
ENSG00000196196,,,,ENSMUSG00000071001,,1
ENSG00000196199,,,,ENSMUSG00000079184,,1
ENSG00000196208,,,,ENSMUSG00000036523,,1
ENSG00000196214,,,FBgn0038787,ENSMUSG00000067942,,2
ENSG00000196218,,WBGene00006801,FBgn0011286,ENSMUSG00000030592,,3
ENSG00000196220,,WBGene00006406,,ENSMUSG00000030257,,2
ENSG00000196227,,,,ENSMUSG00000070476,,1
ENSG00000196230,,WBGene00000248,FBgn0003889,ENSMUSG00000001525,YFL037W,4
ENSG00000196233,,WBGene00011315,FBgn0264490,ENSMUSG00000025019,,3
ENSG00000196235,AT4G08350,WBGene00005015,FBgn0040273,ENSMUSG00000003435,YML010W,5
ENSG00000196236,,WBGene00020088,FBgn0031093,ENSMUSG00000022401,YER078C,4
ENSG00000196247,,WBGene00013734,FBgn0036294,ENSMUSG00000021510,,3
ENSG00000196260,,,,ENSMUSG00000090509,,1
ENSG00000196262,,WBGene00000877,,ENSMUSG00000071866,YML078W,3
ENSG00000196263,,,FBgn0038787,ENSMUSG00000055150,,2
ENSG00000196267,,WBGene00021931,FBgn0020309,ENSMUSG00000079008,,3
ENSG00000196268,,,,ENSMUSG00000021510,,1
ENSG00000196275,,,,ENSMUSG00000015942,,1
ENSG00000196277,,WBGene00021152,,ENSMUSG00000056755,,2
ENSG00000196284,,,FBgn0037981,ENSMUSG00000038954,YDR392W,3
ENSG00000196290,,,FBgn0014092,ENSMUSG00000026036,YGL221C,3
ENSG00000196296,,WBGene00004736,FBgn0263006,ENSMUSG00000030730,,3
ENSG00000196305,,WBGene00002152,FBgn0027086,ENSMUSG00000037851,YBL076C,4
ENSG00000196313,,,,ENSMUSG00000053293,,1
ENSG00000196323,,,,ENSMUSG00000047412,,1
ENSG00000196329,,,,ENSMUSG00000043505,,1
ENSG00000196335,,,,ENSMUSG00000023403,,1
ENSG00000196337,,WBGene00020722,FBgn0063368,ENSMUSG00000100916,,3
ENSG00000196338,,WBGene00006412,FBgn0083975,ENSMUSG00000031302,,3
ENSG00000196341,,,,ENSMUSG00000047667,,1
ENSG00000196345,,,FBgn0038787,ENSMUSG00000063488,,2
ENSG00000196350,,WBGene00013734,FBgn0036294,ENSMUSG00000021510,,3
ENSG00000196352,,,,ENSMUSG00000026399,,1
ENSG00000196353,,WBGene00001577,,ENSMUSG00000032564,,2
ENSG00000196357,,,FBgn0038787,ENSMUSG00000046185,,2
ENSG00000196358,,,,ENSMUSG00000035513,,1
ENSG00000196361,,WBGene00001368,FBgn0260400,ENSMUSG00000003410,,3
ENSG00000196363,,WBGene00006474,FBgn0040066,ENSMUSG00000026917,YBR175W,4
ENSG00000196365,,WBGene00016391,FBgn0036892,ENSMUSG00000041168,YBL022C,4
ENSG00000196367,,WBGene00007028,FBgn0053554,ENSMUSG00000045482,YHR099W,4
ENSG00000196368,,WBGene00022366,FBgn0036111,ENSMUSG00000073293,,3
ENSG00000196369,,WBGene00006406,,ENSMUSG00000026425,,2
ENSG00000196371,,WBGene00001507,FBgn0036485,ENSMUSG00000049307,,3
ENSG00000196372,AT3G02850,,,ENSMUSG00000033781,,2
ENSG00000196376,,WBGene00022270,,ENSMUSG00000038602,,2
ENSG00000196378,,,FBgn0038787,,,1
ENSG00000196387,,,FBgn0038787,,,1
ENSG00000196388,,,,ENSMUSG00000057054,,1
ENSG00000196391,,,FBgn0038787,,,1
ENSG00000196396,,,FBgn0267487,ENSMUSG00000027540,,2
ENSG00000196405,,WBGene00006770,FBgn0000578,ENSMUSG00000021262,,3
ENSG00000196407,,,,ENSMUSG00000028148,,1
ENSG00000196408,,,,ENSMUSG00000019320,,1
ENSG00000196411,,WBGene00006868,FBgn0025936,ENSMUSG00000029710,,3
ENSG00000196415,,,,ENSMUSG00000057729,,1
